z,vz,Rcyl,phi,vRcyl,vphi,age,mass,feh,oh,ch,mgh,ofe,cfe,mgfe,IsMigratorInt
-0.483,-7.329,1.89,88.234,44.94,-56.251,9.301,5371.064,-0.525,-0.062,-0.266,-0.223,0.463,0.259,0.301,0
-0.147,-145.881,0.392,46.241,-224.166,-83.466,7.972,5515.048,-0.414,0.096,-0.156,-0.069,0.51,0.258,0.345,0
0.04,-68.908,0.546,350.747,123.736,-36.907,7.247,4861.365,-0.262,0.187,0.068,0.019,0.449,0.33,0.281,0
-0.126,91.216,0.964,86.247,48.553,189.719,7.262,5745.315,-0.266,0.166,0.037,0.001,0.431,0.303,0.266,0
-0.245,25.561,2.029,163.073,105.688,184.448,2.662,9466.729,0.118,0.578,0.477,0.344,0.46,0.359,0.227,0
0.249,10.909,6.698,258.989,-47.53,204.148,5.309,5384.111,-0.151,0.282,0.123,0.099,0.433,0.274,0.25,0
0.322,-141.893,1.438,2.561,-105.385,165.746,6.807,5296.243,-0.233,0.197,0.059,0.027,0.43,0.292,0.261,0
0.443,-87.502,1.809,139.912,-112.464,111.623,4.62,4042.659,-0.028,0.428,0.293,0.224,0.456,0.321,0.253,0
-0.375,44.805,3.59,48.73,39.775,249.466,3.072,5471.047,0.058,0.523,0.412,0.298,0.465,0.353,0.24,0
-0.112,-2.14,4.08,202.698,-51.419,283.948,0.564,6652.019,0.126,0.594,0.506,0.346,0.467,0.38,0.22,0
-0.127,-36.668,0.545,107.291,9.457,123.28,6.842,4985.66,-0.184,0.266,0.148,0.092,0.451,0.332,0.277,0
0.34,-181.505,3.952,315.467,45.441,85.292,5.894,7836.659,-0.182,0.27,0.158,0.089,0.452,0.34,0.271,1
0.242,-214.586,1.2,262.114,-10.534,151.896,6.201,5833.603,-0.194,0.267,0.074,0.093,0.461,0.268,0.287,0
-0.484,205.732,2.539,347.783,43.926,271.405,4.625,5367.177,-0.123,0.326,0.171,0.135,0.449,0.294,0.258,0
-0.11,-11.159,1.144,201.997,74.62,-0.464,9.285,5016.424,-0.503,-0.036,-0.241,-0.198,0.467,0.262,0.305,0
0.313,63.732,7.737,204.695,50.565,292.965,4.367,7001.846,-0.137,0.315,0.157,0.123,0.453,0.294,0.26,1
0.289,-0.184,0.762,343.022,-127.619,273.01,7.571,5064.811,-0.433,0.024,-0.171,-0.139,0.457,0.262,0.294,0
-0.052,-0.682,4.596,338.59,156.225,222.461,1.895,10389.084,0.144,0.607,0.512,0.365,0.463,0.368,0.221,0
0.497,-17.827,5.222,224.717,55.534,161.997,2.29,5301.555,-0.021,0.448,0.308,0.23,0.469,0.329,0.252,1
0.146,-81.526,2.297,171.763,-57.702,270.23,6.203,4121.751,-0.206,0.22,0.064,0.045,0.425,0.269,0.251,0
-0.21,26.24,8.6,81.301,88.966,240.466,1.18,9568.516,0.042,0.511,0.385,0.282,0.47,0.343,0.241,1
-0.161,54.687,1.755,311.915,-116.996,229.075,2.156,7225.118,0.116,0.576,0.469,0.34,0.46,0.354,0.224,0
0.051,18.41,0.617,226.705,-5.995,199.397,1.351,7495.4,0.274,0.721,0.683,0.453,0.447,0.409,0.179,0
-0.331,23.01,1.315,333.078,15.488,-18.474,8.855,8057.013,-0.483,-0.008,-0.195,-0.169,0.475,0.288,0.314,0
0.323,0.546,9.786,347.863,67.568,263.512,1.078,6901.1,0.046,0.52,0.404,0.286,0.474,0.359,0.24,1
0.367,22.631,1.403,70.403,-128.592,127.327,6.776,5962.041,-0.241,0.194,0.05,0.025,0.435,0.291,0.266,0
0.165,-40.086,4.367,307.202,-95.786,237.834,0.514,11633.817,0.169,0.635,0.558,0.382,0.466,0.389,0.213,0
0.048,-0.238,4.889,318.323,-25.14,171.717,0.925,7163.4,0.181,0.645,0.564,0.394,0.463,0.382,0.212,0
-0.258,98.263,2.097,311.175,-100.887,248.587,7.859,5725.793,-0.493,-0.09,-0.266,-0.251,0.403,0.226,0.241,0
0.386,-74.348,1.556,48.209,99.273,161.245,2.645,4232.445,0.09,0.546,0.453,0.311,0.456,0.363,0.221,0
0.057,-187.62,0.966,108.345,-96.03,200.302,3.337,4613.286,0.141,0.59,0.496,0.359,0.45,0.356,0.218,0
-0.359,75.967,4.061,254.006,-65.355,180.066,4.368,6051.342,0.022,0.457,0.339,0.248,0.434,0.316,0.226,0
0.149,16.037,2.159,345.626,-89.851,198.21,7.85,5605.884,-0.314,0.127,0.022,-0.034,0.442,0.336,0.28,0
-0.279,-42.564,4.83,252.753,91.196,227.325,2.25,4939.15,-0.014,0.45,0.321,0.23,0.464,0.335,0.244,1
0.114,17.231,1.694,109.491,-146.989,103.803,6.192,6225.016,-0.351,0.089,-0.076,-0.084,0.439,0.275,0.267,0
-0.057,-45.853,4.497,174.371,153.299,233.733,2.077,9784.145,0.145,0.609,0.525,0.364,0.464,0.38,0.219,0
-0.088,-95.468,0.526,288.724,186.073,51.165,5.793,7631.99,-0.101,0.354,0.199,0.171,0.455,0.3,0.272,0
-0.482,-180.681,0.78,168.469,27.756,271.221,3.812,4585.164,0.052,0.496,0.392,0.277,0.444,0.34,0.225,0
-0.21,-40.031,2.185,61.745,52.215,250.775,0.532,8418.754,0.234,0.688,0.629,0.426,0.454,0.395,0.192,0
-0.279,-121.832,0.92,62.866,36.672,262.723,4.847,5209.243,0.044,0.488,0.378,0.279,0.444,0.334,0.235,0
-0.222,-49.572,4.884,44.665,265.873,92.349,7.356,5313.14,-0.398,0.058,-0.118,-0.106,0.456,0.28,0.292,1
0.131,50.985,0.695,159.07,-52.002,48.23,6.223,6043.435,-0.139,0.286,0.181,0.107,0.425,0.32,0.246,0
0.39,20.856,5.234,222.12,42.052,119.061,2.007,7921.544,0.007,0.473,0.345,0.251,0.466,0.338,0.244,0
-0.151,33.267,9.129,359.426,53.436,268.559,1.615,6990.864,0.011,0.48,0.356,0.254,0.469,0.345,0.243,1
-0.425,-1.966,1.532,13.817,29.992,358.757,3.979,5389.44,-0.045,0.413,0.275,0.209,0.458,0.32,0.254,1
-0.041,11.198,0.226,313.578,80.797,192.082,0.939,6328.175,0.319,0.757,0.721,0.487,0.437,0.402,0.167,0
-0.111,-0.699,4.118,200.124,-88.465,146.915,4.204,5302.404,-0.026,0.421,0.295,0.215,0.447,0.321,0.241,0
-0.116,-66.074,1.41,258.896,-35.635,-228.405,6.727,5845.321,-0.218,0.225,0.04,0.054,0.443,0.258,0.272,0
0.258,-150.91,0.607,121.32,243.246,119.08,7.86,4714.735,-0.393,0.043,-0.093,-0.118,0.435,0.3,0.275,0
-0.231,0.076,1.403,4.902,107.498,261.833,3.221,6854.872,0.156,0.606,0.517,0.371,0.45,0.36,0.215,0
-0.261,94.372,5.71,37.469,-84.28,116.213,5.3,4935.787,-0.118,0.337,0.176,0.15,0.455,0.294,0.269,0
0.095,-10.757,7.113,36.105,-82.364,190.904,0.461,8677.727,0.129,0.597,0.507,0.35,0.469,0.378,0.221,1
0.092,99.785,0.119,74.5,-325.041,-9.457,7.87,5471.755,-0.421,0.023,-0.123,-0.138,0.444,0.298,0.283,0
0.349,-123.622,1.425,17.013,314.705,80.444,6.111,5402.14,-0.236,0.225,0.06,0.048,0.462,0.296,0.285,1
0.098,-16.521,8.724,92.24,178.274,-0.457,11.332,5250.378,-1.049,-0.522,-0.828,-0.694,0.528,0.222,0.356,1
0.047,74.717,1.147,43.073,11.816,168.763,3.288,5365.997,0.107,0.559,0.455,0.332,0.452,0.348,0.225,0
0.301,-19.71,6.588,320.778,-27.13,231.31,1.574,8928.43,0.042,0.51,0.394,0.278,0.467,0.352,0.236,1
0.235,-82.805,1.379,175.533,-177.395,296.356,0.987,7698.78,0.182,0.645,0.571,0.392,0.463,0.389,0.21,0
-0.1,190.077,1.079,354.922,76.458,322.072,5.353,4781.884,-0.126,0.316,0.162,0.131,0.442,0.288,0.257,0
0.222,23.975,3.919,271.137,-51.405,155.037,1.538,7563.914,0.133,0.609,0.503,0.37,0.477,0.37,0.237,0
0.063,-85.962,4.74,105.132,-78.19,156.262,0.966,9697.711,0.057,0.532,0.421,0.296,0.474,0.363,0.238,0
-0.099,219.978,0.562,284.774,206.698,-31.521,8.767,5471.649,-0.5,-0.06,-0.256,-0.222,0.44,0.244,0.278,0
0.062,-99.525,5.462,232.028,-158.448,220.091,2.951,5200.207,-0.125,0.335,0.183,0.132,0.46,0.308,0.257,1
0.139,-172.795,0.475,261.219,-303.724,-283.551,8.159,4955.996,-0.6,-0.127,-0.352,-0.29,0.474,0.249,0.31,0
-0.08,-13.203,7.019,287.936,64.878,299.145,0.172,5206.288,0.093,0.562,0.461,0.318,0.469,0.369,0.226,1
-0.268,20.336,4.633,323.077,-164.206,111.011,5.735,4955.84,-0.199,0.241,0.081,0.063,0.44,0.28,0.262,1
0.15,1.94,1.901,85.248,-233.671,44.727,8.215,6536.939,-0.435,-0.001,-0.162,-0.162,0.434,0.273,0.273,0
0.36,159.699,0.711,295.255,113.199,66.707,9.006,5169.503,-0.505,-0.068,-0.265,-0.23,0.437,0.24,0.276,0
-0.255,-44.917,5.275,74.804,15.841,205.003,0.87,8355.138,0.143,0.606,0.515,0.36,0.463,0.372,0.217,0
0.086,-66.997,1.152,69.968,71.398,243.978,8.506,4923.747,-0.56,-0.106,-0.321,-0.27,0.454,0.24,0.291,0
-0.271,78.15,7.244,305.19,0.831,204.545,0.782,4794.62,0.127,0.595,0.501,0.35,0.468,0.374,0.223,1
-0.309,118.04,0.66,132.45,-193.607,184.736,1.494,7475.247,0.206,0.665,0.595,0.411,0.459,0.389,0.205,0
0.26,1.42,0.566,335.99,21.335,144.8,2.898,4661.164,0.184,0.629,0.56,0.386,0.445,0.376,0.202,0
0.446,73.097,3.079,353.657,157.688,126.908,2.762,6256.626,-0.025,0.433,0.31,0.214,0.459,0.335,0.239,1
0.394,355.05,0.169,60.326,-99.884,1.286,6.55,5474.081,-0.149,0.261,0.119,0.088,0.411,0.269,0.238,0
0.229,187.305,1.09,219.626,58.33,-16.73,7.505,4837.89,-0.316,0.137,-0.014,-0.028,0.453,0.302,0.288,0
0.156,67.618,1.024,348.232,68.793,205.465,3.436,6589.415,0.094,0.547,0.44,0.322,0.452,0.345,0.227,0
-0.423,-69.583,0.638,107.69,-176.321,-210.912,7.401,5092.797,-0.302,0.171,-0.02,0.005,0.472,0.282,0.307,0
0.108,-92.721,0.347,4.151,-136.642,102.41,2.801,7645.589,0.177,0.622,0.539,0.382,0.445,0.362,0.205,0
-0.21,44.649,0.645,71.221,88.966,71.542,7.15,4767.621,-0.227,0.227,0.096,0.057,0.454,0.324,0.284,0
0.393,84.071,0.467,78.58,321.645,41.536,7.995,5330.483,-0.559,-0.106,-0.312,-0.269,0.453,0.247,0.29,0
0.308,-56.788,0.345,319.159,-280.778,74.451,7.439,5381.885,-0.354,0.071,-0.064,-0.091,0.426,0.29,0.263,0
-0.038,41.229,4.741,306.486,-70.546,172.297,1.261,4778.762,0.121,0.59,0.488,0.349,0.469,0.368,0.228,0
-0.416,-17.735,2.908,148.722,-10.699,232.582,4.224,5037.782,-0.015,0.448,0.307,0.242,0.462,0.321,0.257,0
-0.099,374.012,2.535,68.559,84.156,159.379,5.079,5312.688,-0.196,0.25,0.09,0.066,0.446,0.287,0.263,1
0.48,213.293,1.65,169.579,108.167,63.268,10.772,5133.461,-0.832,-0.353,-0.632,-0.523,0.478,0.199,0.308,0
-0.399,-136.053,1.695,343.298,11.124,225.687,5.876,4231.639,-0.335,0.114,-0.056,-0.061,0.449,0.279,0.274,0
-0.429,-360.034,3.378,250.417,-0.679,110.109,10.34,5287.371,-0.608,-0.079,-0.333,-0.243,0.529,0.275,0.364,0
0.115,131.991,2.317,31.002,249.322,51.28,6.597,4991.345,-0.387,0.057,-0.094,-0.11,0.444,0.293,0.277,0
0.037,28.733,1.326,81.914,-90.665,44.703,6.3,5447.478,-0.189,0.281,0.143,0.101,0.47,0.331,0.29,0
0.084,159.092,0.762,306.679,108.454,-30.631,7.686,5621.461,-0.37,0.07,-0.07,-0.093,0.44,0.301,0.278,0
-0.273,-18.635,6.379,302.742,-17.198,135.127,0.812,5696.963,0.155,0.627,0.546,0.376,0.472,0.391,0.221,1
-0.215,83.191,0.665,165.928,-179.04,-254.883,6.303,4885.692,-0.196,0.263,0.115,0.086,0.458,0.311,0.281,0
0.202,0.718,8.333,65.611,-67.985,171.136,1.923,7530.176,0.022,0.49,0.362,0.266,0.468,0.34,0.244,1
0.024,14.882,1.078,184.843,54.333,110.777,7.001,5017.201,-0.27,0.157,0.025,-0.01,0.427,0.294,0.259,0
-0.253,-41.139,2.366,107.016,-77.776,279.364,2.543,5980.463,0.139,0.591,0.496,0.354,0.452,0.357,0.215,0
0.183,38.014,8.403,12.191,-5.907,160.2,2.253,6439.384,0.046,0.511,0.392,0.284,0.465,0.346,0.238,1
-0.101,482.471,0.222,334.649,-163.186,219.118,8.318,4672.356,-0.7,-0.237,-0.453,-0.401,0.463,0.247,0.299,1
-0.364,66.065,0.761,179.973,-86.356,-71.757,9.119,5583.627,-0.581,-0.1,-0.265,-0.26,0.48,0.316,0.321,0
-0.125,47.417,0.658,174.617,-246.767,-139.397,9.097,4963.34,-0.52,-0.036,-0.244,-0.198,0.484,0.276,0.322,0
-0.019,-65.158,0.241,345.988,61.246,-55.796,7.601,5932.827,-0.373,0.039,-0.089,-0.123,0.412,0.284,0.251,0
-0.021,-253.595,0.227,66.846,91.982,-110.484,8.248,4989.658,-0.494,-0.084,-0.108,-0.236,0.41,0.386,0.258,0
0.061,-104.38,0.779,325.728,-195.318,163.81,5.555,5521.979,-0.065,0.395,0.25,0.204,0.46,0.315,0.269,0
-0.358,-12.2,2.118,80.178,-237.808,121.905,2.391,10812.388,0.071,0.536,0.436,0.302,0.465,0.365,0.231,0
-0.072,157.488,0.877,129.268,176.927,59.374,8.073,5357.053,-0.551,-0.104,-0.292,-0.266,0.447,0.259,0.285,0
-0.044,52.702,3.218,288.444,-81.725,79.779,6.341,4760.876,-0.257,0.184,0.033,0.012,0.441,0.29,0.269,0
-0.423,51.594,8.861,301.541,-9.774,189.38,1.974,5674.708,-0.008,0.458,0.333,0.236,0.467,0.341,0.244,1
0.284,-18.376,1.438,316.552,-9.63,301.8,5.725,9183.364,-0.065,0.362,0.249,0.174,0.427,0.314,0.239,0
0.06,-128.106,0.57,314.42,68.131,34.065,7.781,6067.671,-0.427,0.013,-0.147,-0.149,0.44,0.279,0.278,0
0.432,-35.754,1.426,37.794,-59.415,204.66,2.994,5216.681,0.097,0.557,0.462,0.325,0.46,0.365,0.228,0
0.02,53.168,1.102,138.72,82.539,134.221,3.123,8353.535,0.226,0.66,0.603,0.414,0.434,0.376,0.188,0
-0.033,-21.654,0.835,287.56,-33.801,1.814,3.062,6639.546,0.186,0.644,0.565,0.403,0.458,0.379,0.217,0
-0.074,203.073,0.688,29.834,190.635,102.875,7.422,5832.497,-0.361,0.082,-0.083,-0.082,0.443,0.278,0.279,0
0.247,-65.901,0.551,127.744,0.912,97.233,5.688,5298.858,0.006,0.372,0.385,0.169,0.366,0.379,0.164,0
0.149,-16.817,1.927,213.13,-40.283,314.458,1.961,4468.222,0.075,0.539,0.428,0.306,0.463,0.353,0.23,1
-0.045,215.509,0.241,358.542,181.512,-406.04,7.498,5499.604,-0.303,0.151,-0.009,-0.014,0.454,0.294,0.289,0
0.024,2.468,0.051,247.683,-152.787,-104.006,0.079,6611.05,0.406,0.838,0.843,0.546,0.432,0.437,0.14,0
-0.422,24.596,6.53,92.789,-138.297,196.906,2.432,6212.896,-0.076,0.389,0.245,0.179,0.465,0.321,0.255,1
0.29,-114.452,0.506,22.865,203.771,53.035,7.785,5056.408,-0.403,0.037,-0.115,-0.125,0.44,0.288,0.278,0
-0.265,48.538,7.138,287.951,-129.151,144.823,4.074,7006.667,-0.14,0.321,0.146,0.129,0.46,0.286,0.269,0
0.286,-102.072,2.458,207.471,-27.744,150.353,2.339,4977.739,0.091,0.552,0.453,0.316,0.461,0.362,0.225,0
-0.326,-14.624,6.353,250.857,188.663,226.309,1.579,7319.389,0.06,0.526,0.41,0.295,0.466,0.35,0.235,0
0.079,42.98,5.61,12.704,42.049,280.316,0.548,5795.779,0.15,0.617,0.537,0.365,0.466,0.387,0.215,0
0.141,-5.098,0.443,272.652,170.048,74.362,3.07,7900.662,0.268,0.715,0.662,0.462,0.447,0.394,0.194,0
0.471,-13.656,4.838,211.512,37.162,192.879,1.165,9459.724,0.125,0.594,0.494,0.353,0.47,0.369,0.228,0
-0.332,217.937,0.847,285.297,254.613,27.698,7.99,4816.57,-0.434,0.037,-0.145,-0.125,0.471,0.289,0.309,0
-0.115,-62.448,7.092,153.866,8.465,237.709,7.386,5340.134,-0.415,0.037,-0.15,-0.126,0.452,0.265,0.289,0
0.014,4.279,1.869,67.835,-84.691,200.734,0.914,5135.001,0.273,0.72,0.678,0.453,0.447,0.405,0.18,0
-0.077,62.037,0.368,341.522,-126.481,229.056,5.609,5022.444,0.004,0.429,0.315,0.234,0.424,0.311,0.23,0
0.016,-13.888,0.77,150.621,-210.795,47.346,8.996,5938.824,-0.532,-0.086,-0.304,-0.249,0.446,0.227,0.283,0
0.078,64.302,1.16,334.239,-92.328,194.99,6.311,6340.292,-0.232,0.211,0.041,0.039,0.443,0.273,0.271,0
0.482,37.97,6.501,300.426,121.432,185.966,3.857,7182.292,-0.038,0.416,0.279,0.211,0.454,0.317,0.249,0
0.046,-30.076,0.64,143.822,295.245,225.895,7.88,4850.717,-0.428,0.023,-0.149,-0.139,0.452,0.279,0.289,0
-0.442,42.998,5.246,309.072,139.783,390.037,3.599,5560.06,-0.182,0.274,0.118,0.079,0.456,0.3,0.26,1
-0.055,190.026,0.591,296.601,96.334,-74.669,7.781,4947.633,-0.415,0.002,-0.096,-0.157,0.417,0.318,0.258,0
0.125,119.997,0.293,250.778,109.368,14.259,8.401,5688.819,-0.468,-0.026,-0.21,-0.187,0.443,0.258,0.281,0
0.467,-47.861,0.485,298.956,175.394,-88.221,8.984,5158.156,-0.519,-0.045,-0.231,-0.206,0.474,0.288,0.313,0
-0.271,-27.171,3.8,324.595,-46.871,231.565,0.71,9202.242,0.202,0.665,0.594,0.409,0.463,0.392,0.207,0
0.05,-28.411,9.308,110.159,15.904,228.142,0.28,9974.562,0.14,0.605,0.524,0.355,0.465,0.383,0.214,1
-0.166,-9.67,2.912,144.034,-16.959,260.123,0.683,5867.111,0.216,0.674,0.609,0.416,0.457,0.392,0.199,0
0.053,-34.771,0.532,300.702,-31.869,198.524,0.546,9742.304,0.325,0.764,0.735,0.49,0.439,0.41,0.165,0
-0.133,-1.85,1.712,156.659,55.892,216.599,1.6,6446.649,0.19,0.654,0.57,0.405,0.464,0.38,0.215,0
-0.401,81.268,3.674,265.617,-34.494,149.118,5.724,5966.378,-0.222,0.215,0.065,0.035,0.437,0.287,0.258,0
0.38,35.39,3.092,299.58,-56.377,60.877,6.352,5325.259,-0.277,0.173,0.011,0.002,0.45,0.288,0.279,0
0.249,47.023,3.394,141.778,-154.55,219.608,2.358,6854.014,0.04,0.504,0.391,0.275,0.463,0.351,0.235,0
0.054,-59.733,0.832,186.521,-107.865,238.603,0.655,10599.64,0.326,0.754,0.718,0.483,0.427,0.392,0.157,0
0.479,-218.946,0.414,134.976,130.642,-1.46,8.614,6057.201,-0.474,-0.021,-0.206,-0.182,0.453,0.268,0.291,0
0.068,215.69,0.831,166.345,-166.556,-209.001,8.077,4529.68,-0.592,-0.182,-0.359,-0.344,0.41,0.233,0.248,0
-0.141,57.097,0.945,211.64,195.325,191.813,1.912,6181.806,0.159,0.624,0.529,0.381,0.466,0.37,0.222,0
0.313,125.247,1.141,218.213,130.022,149.077,8.183,6149.315,-0.376,-0.022,-0.161,-0.182,0.354,0.215,0.194,0
0.04,-29.944,0.61,325.824,-35.759,206.131,2.02,8082.38,0.211,0.662,0.589,0.41,0.451,0.378,0.199,0
0.302,-93.212,3.529,318.332,-69.678,169.488,5.395,5516.925,-0.085,0.357,0.213,0.17,0.442,0.298,0.254,0
-0.126,128.19,0.432,199.008,-94.227,188.715,3.431,5557.806,0.166,0.607,0.53,0.371,0.442,0.364,0.205,0
0.478,10.857,6.715,42.401,66.896,136.499,2.067,7325.0,0.11,0.569,0.462,0.333,0.459,0.352,0.223,0
0.182,-17.741,0.763,345.626,-43.58,135.67,6.776,4872.453,-0.23,0.229,0.094,0.055,0.459,0.324,0.285,0
0.047,-87.447,5.494,358.526,-82.436,299.7,2.228,6307.28,-0.028,0.439,0.304,0.222,0.468,0.333,0.25,1
0.08,40.802,1.369,28.653,189.518,289.499,1.971,6380.637,0.13,0.569,0.468,0.33,0.439,0.339,0.201,0
-0.272,-120.053,0.973,314.091,-111.762,189.16,10.377,4971.352,-0.68,-0.181,-0.419,-0.346,0.499,0.261,0.334,0
-0.431,-12.355,9.943,67.421,8.457,179.893,0.275,5637.27,0.121,0.591,0.499,0.343,0.47,0.379,0.223,1
-0.028,43.763,0.307,184.569,-44.897,85.363,0.576,10553.573,0.319,0.757,0.73,0.482,0.438,0.411,0.164,0
0.369,-24.233,1.51,309.996,124.346,74.605,5.504,7349.841,-0.092,0.364,0.237,0.173,0.455,0.329,0.264,0
-0.373,-124.728,2.193,253.341,-43.682,221.899,5.001,5347.278,-0.044,0.395,0.239,0.204,0.44,0.283,0.248,0
-0.102,-119.798,2.386,325.234,102.298,317.493,5.956,5509.354,-0.308,0.134,-0.036,-0.039,0.442,0.272,0.269,0
0.242,50.963,2.024,14.394,-26.644,264.179,3.743,6594.946,0.044,0.484,0.371,0.267,0.44,0.327,0.223,0
-0.291,105.843,8.742,255.73,90.205,166.345,4.598,8824.47,-0.218,0.229,0.07,0.043,0.447,0.288,0.261,1
-0.068,142.465,0.396,66.742,-10.635,159.501,5.464,5459.765,-0.076,0.369,0.249,0.176,0.446,0.326,0.252,0
0.281,273.735,1.124,233.475,-106.14,-139.059,6.465,5065.289,-0.297,0.136,-0.017,-0.034,0.433,0.28,0.263,0
0.193,-57.876,1.335,343.125,-72.048,-117.694,8.369,5441.121,-0.491,-0.014,-0.221,-0.177,0.477,0.27,0.314,0
-0.061,-5.337,1.118,177.331,-10.373,99.12,7.153,6126.031,-0.297,0.131,0.019,-0.037,0.428,0.317,0.26,0
-0.379,141.957,0.21,89.281,-22.687,143.41,7.78,5706.918,-0.381,0.061,-0.08,-0.1,0.442,0.302,0.281,0
-0.138,9.348,5.506,100.769,56.423,212.851,3.44,11053.336,-0.029,0.429,0.294,0.219,0.458,0.324,0.249,1
0.198,3.006,3.597,123.929,17.265,253.598,1.781,5498.393,0.085,0.552,0.441,0.318,0.467,0.356,0.233,0
0.26,90.95,0.73,135.831,-96.462,-82.712,8.574,5201.602,-0.514,-0.043,-0.271,-0.207,0.471,0.244,0.308,0
-0.059,-68.954,8.848,12.849,53.463,242.336,3.309,4248.119,-0.12,0.337,0.187,0.136,0.457,0.307,0.256,1
0.133,29.406,1.611,111.591,-37.223,284.907,0.796,10202.578,0.218,0.676,0.612,0.418,0.458,0.395,0.2,0
0.072,9.065,1.338,260.759,121.841,-225.011,7.825,5863.285,-0.432,0.011,-0.129,-0.149,0.443,0.303,0.283,0
-0.026,-4.023,6.416,186.902,-135.423,274.875,1.832,6606.215,0.0,0.467,0.344,0.243,0.467,0.344,0.242,1
0.068,-73.854,0.231,256.681,-0.219,55.94,1.162,4661.748,0.289,0.739,0.703,0.469,0.45,0.414,0.18,0
-0.408,53.667,2.52,115.183,69.432,-61.918,10.358,4657.308,-0.735,-0.232,-0.543,-0.402,0.502,0.192,0.333,0
-0.031,-125.355,0.902,36.508,-32.882,186.311,6.307,4427.402,-0.271,0.177,0.01,0.004,0.449,0.281,0.275,0
0.443,-14.307,1.238,283.632,-160.86,80.621,2.679,7135.512,0.176,0.623,0.542,0.382,0.447,0.366,0.206,0
0.062,27.656,0.321,35.244,140.809,181.516,5.47,7256.533,-0.068,0.369,0.245,0.176,0.437,0.313,0.244,0
-0.169,128.381,1.317,72.414,-138.395,237.275,5.361,4752.399,-0.152,0.301,0.15,0.115,0.454,0.302,0.268,0
0.299,-11.374,2.159,66.017,91.147,127.845,4.125,4641.688,0.057,0.498,0.382,0.283,0.441,0.325,0.227,0
-0.003,-96.132,0.491,135.288,-115.947,157.945,1.168,8928.75,0.266,0.715,0.662,0.453,0.449,0.395,0.186,0
-0.066,67.297,0.061,43.042,-191.62,-172.012,6.31,6008.845,-0.213,0.238,0.118,0.06,0.451,0.332,0.273,0
0.188,24.044,3.734,47.035,18.102,393.862,2.415,6063.348,-0.022,0.44,0.316,0.22,0.461,0.338,0.242,1
0.289,-1.247,2.076,288.268,-43.145,257.841,1.683,8890.896,0.125,0.594,0.498,0.353,0.469,0.373,0.228,0
-0.099,84.98,0.5,134.41,-127.382,131.135,6.47,5082.131,-0.155,0.277,0.149,0.101,0.432,0.304,0.255,0
0.401,-26.024,1.903,32.433,-55.093,286.136,2.263,6083.892,0.024,0.495,0.378,0.267,0.47,0.353,0.243,0
-0.411,154.63,1.309,319.372,-265.363,303.803,11.193,4852.538,-1.279,-0.757,-1.091,-0.931,0.523,0.188,0.348,0
-0.462,12.914,0.109,183.036,-90.223,-42.6,7.697,5724.605,-0.365,0.079,-0.023,-0.082,0.444,0.342,0.283,0
0.181,-76.052,1.371,101.364,200.114,88.1,8.736,5823.034,-0.488,-0.013,-0.246,-0.177,0.475,0.243,0.312,0
0.124,-128.138,0.705,219.883,37.39,-342.121,8.746,5117.655,-0.491,-0.002,-0.228,-0.164,0.49,0.263,0.327,0
-0.374,7.085,5.7,200.746,130.393,249.414,2.427,4343.962,-0.049,0.414,0.274,0.2,0.463,0.323,0.249,1
0.379,75.055,7.986,256.454,-180.097,139.228,7.39,4990.099,-0.316,0.12,-0.044,-0.045,0.436,0.273,0.272,1
0.11,-128.16,0.984,251.178,140.306,170.492,4.31,6711.966,0.074,0.518,0.402,0.303,0.444,0.328,0.229,0
0.394,-120.664,1.97,230.056,-134.406,22.663,7.692,4664.002,-0.424,0.016,-0.163,-0.146,0.44,0.261,0.277,0
0.434,-3.498,4.695,222.323,66.441,201.197,2.545,8857.917,-0.067,0.402,0.258,0.19,0.468,0.325,0.257,0
-0.418,44.239,6.736,187.28,20.113,259.383,0.193,11490.127,0.139,0.608,0.519,0.359,0.468,0.38,0.219,0
0.44,-52.379,2.74,39.209,23.575,295.016,2.515,5233.667,0.066,0.525,0.418,0.295,0.46,0.353,0.229,0
0.155,-21.542,2.812,147.61,2.817,248.017,4.994,4554.028,-0.111,0.334,0.186,0.144,0.446,0.297,0.256,0
-0.25,52.043,5.596,317.388,21.649,157.814,6.699,6318.25,-0.319,0.153,-0.043,-0.015,0.472,0.276,0.304,1
-0.284,-12.192,0.541,33.801,125.957,229.544,1.621,8283.138,0.262,0.723,0.665,0.462,0.461,0.403,0.2,0
0.196,23.107,2.334,127.218,-212.729,175.2,4.114,5182.713,-0.054,0.401,0.267,0.197,0.455,0.321,0.251,1
0.136,-4.646,0.611,300.61,-34.644,198.325,6.312,6180.621,-0.186,0.255,0.093,0.08,0.441,0.279,0.266,0
0.142,-52.973,2.551,150.663,-74.403,277.981,1.084,7439.489,0.142,0.608,0.522,0.36,0.465,0.38,0.218,0
0.025,-23.552,0.934,235.06,-38.271,248.387,0.264,6691.689,0.308,0.749,0.72,0.475,0.441,0.412,0.167,0
0.02,-270.498,0.233,73.815,9.222,86.697,7.435,4673.583,-0.279,0.147,-0.003,-0.017,0.426,0.275,0.262,0
-0.057,103.536,1.06,125.238,-98.68,128.593,1.281,10590.417,0.249,0.702,0.651,0.44,0.453,0.402,0.191,0
0.159,36.865,5.903,26.806,-66.517,155.995,0.743,11192.662,0.188,0.648,0.578,0.393,0.46,0.389,0.204,0
